OutageID,CircuitID,PoleID,StartDateKey,StartTime,EndDateKey,EndTime,CauseCode,WeatherEventType,CustomersAffected,MinutesOut,IsPlanned,IsWildfirePrevention
OUT_0003536,CKT_0145,,20210129,05:16,20210129,08:58,EQUIP_FAIL,Wind,68,42,False,False
OUT_0003537,CKT_0038,P_0012617,20220710,20:53,20220710,06:39,WEATHER,Storm,9,149,False,False
OUT_0003538,CKT_0020,P_0008790,20240206,04:20,20240206,15:31,OTHER,Snow,217,121,False,False
OUT_0003539,CKT_0085,P_0012325,20240128,00:19,20240128,20:08,WEATHER,Wind,479,69,False,False
OUT_0003540,CKT_0087,P_0012522,20190729,05:59,20190729,06:15,TREES,Snow,7,43,False,False
OUT_0003541,CKT_0021,P_0004471,20240906,02:54,20240906,18:13,TREES,Wind,41,328,False,False
OUT_0003542,CKT_0077,P_0009550,20220611,04:25,20220611,14:11,EQUIP_FAIL,HeatWave,18,473,False,False
OUT_0003543,CKT_0117,P_0003057,20231014,09:12,20231014,13:06,EQUIP_FAIL,None,78,15,False,False
OUT_0003544,CKT_0110,P_0006631,20190221,04:37,20190221,14:35,WEATHER,Storm,111,47,False,False
OUT_0003545,CKT_0103,P_0003012,20200325,06:04,20200325,17:59,TREES,Storm,72,5,False,False
OUT_0003546,CKT_0003,,20230818,09:55,20230818,09:45,WEATHER,Storm,788,27,False,False
OUT_0003547,CKT_0096,,20200115,16:33,20200115,06:21,ANIMALS,Storm,205,105,False,False
OUT_0003548,CKT_0117,P_0001351,20221231,13:35,20221231,20:33,OTHER,Snow,198,34,True,False
OUT_0003549,CKT_0034,P_0002380,20210408,14:05,20210408,01:34,FIRE_PREVENT,Snow,72,149,False,True
OUT_0003550,CKT_0012,,20191121,01:25,20191121,11:59,OTHER,Snow,21,295,False,False
OUT_0003551,CKT_0143,P_0002447,20210215,12:46,20210215,09:49,TREES,Storm,432,35,False,False
OUT_0003552,CKT_0039,P_0009931,20210107,14:07,20210107,08:54,WEATHER,Storm,886,164,False,False
OUT_0003553,CKT_0027,P_0005924,20190301,10:19,20190301,07:21,WEATHER,Wind,470,68,False,False
OUT_0003554,CKT_0086,,20230329,14:06,20230329,16:14,WEATHER,Wind,160,146,False,False
OUT_0003555,CKT_0014,,20241211,20:31,20241211,22:37,FIRE_PREVENT,HeatWave,41,114,False,True
OUT_0003556,CKT_0108,P_0003758,20241210,03:03,20241210,22:56,WEATHER,Snow,498,163,False,False
OUT_0003557,CKT_0137,P_0001725,20230814,17:55,20230814,11:56,TREES,Storm,235,41,False,False
OUT_0003558,CKT_0060,P_0012272,20190323,20:38,20190323,02:43,OTHER,Storm,207,135,False,False
OUT_0003559,CKT_0084,P_0011995,20231104,14:27,20231104,18:53,EQUIP_FAIL,Wind,282,30,True,False
OUT_0003560,CKT_0139,P_0014197,20210711,17:55,20210711,07:16,TREES,Wind,4,197,False,False
OUT_0003561,CKT_0020,P_0002680,20210429,04:26,20210429,08:27,WEATHER,Storm,68,69,False,False
OUT_0003562,CKT_0137,,20230813,10:41,20230813,20:03,WEATHER,Wind,21,12,False,False
OUT_0003563,CKT_0021,P_0007417,20220107,10:02,20220107,23:48,EQUIP_FAIL,Storm,25,169,True,False
OUT_0003564,CKT_0081,P_0012308,20221016,12:04,20221016,03:44,OTHER,Snow,265,67,False,False
OUT_0003565,CKT_0010,,20210606,14:27,20210606,14:01,TREES,Snow,8,150,False,False
OUT_0003566,CKT_0093,P_0000653,20220203,16:08,20220203,12:12,OTHER,Snow,36,128,True,False
OUT_0003567,CKT_0042,P_0009137,20230913,09:24,20230913,04:08,TREES,Storm,372,7,False,False
OUT_0003568,CKT_0127,P_0012849,20190327,14:16,20190327,14:27,TREES,Snow,297,12,False,False
OUT_0003569,CKT_0121,P_0001494,20241109,23:15,20241109,23:34,ANIMALS,HeatWave,1240,137,False,False
OUT_0003570,CKT_0099,,20210611,18:14,20210611,00:04,WEATHER,Storm,58,5,False,False
OUT_0003571,CKT_0104,P_0013740,20190630,14:03,20190630,14:04,WEATHER,Snow,24,84,False,False
OUT_0003572,CKT_0088,P_0004813,20201219,10:07,20201219,03:29,TREES,Storm,48,106,False,False
OUT_0003573,CKT_0091,P_0004623,20190926,00:55,20190926,06:18,TREES,Snow,59,28,False,False
OUT_0003574,CKT_0048,P_0012298,20210130,20:25,20210130,14:12,WEATHER,Storm,59,287,False,False
OUT_0003575,CKT_0026,,20200818,01:07,20200818,14:24,TREES,Wind,43,51,False,False
OUT_0003576,CKT_0023,P_0011504,20200812,02:43,20200812,04:26,OTHER,Wind,539,76,False,False
OUT_0003577,CKT_0038,P_0014300,20211011,16:58,20211011,21:23,TREES,Snow,484,8,False,False
OUT_0003578,CKT_0149,P_0009451,20201031,07:37,20201031,06:19,FIRE_PREVENT,None,2,61,False,True
OUT_0003579,CKT_0107,P_0011306,20230605,06:19,20230605,20:21,TREES,Wind,86,33,False,False
OUT_0003580,CKT_0103,P_0000065,20200513,20:30,20200513,09:46,ANIMALS,None,170,35,False,False
OUT_0003581,CKT_0092,P_0000615,20210609,18:32,20210609,03:05,TREES,Storm,105,19,False,False
OUT_0003582,CKT_0096,P_0012442,20231213,18:48,20231213,02:12,WEATHER,Storm,327,135,False,False
OUT_0003583,CKT_0092,P_0001476,20191007,16:41,20191007,19:21,WEATHER,Snow,112,110,False,False
OUT_0003584,CKT_0068,P_0013816,20190516,19:09,20190516,17:03,WEATHER,Storm,213,51,False,False
OUT_0003585,CKT_0056,P_0002849,20210225,21:34,20210225,04:16,TREES,Storm,176,26,False,False
OUT_0003586,CKT_0125,P_0004778,20230406,03:13,20230406,02:05,EQUIP_FAIL,Wind,38,97,False,False
OUT_0003587,CKT_0092,P_0001171,20191029,10:03,20191029,17:18,WEATHER,Wind,60,16,False,False
OUT_0003588,CKT_0083,,20200505,02:55,20200505,23:07,TREES,Wind,38,218,False,False
OUT_0003589,CKT_0014,,20190307,23:11,20190307,17:33,TREES,Snow,42,64,False,False
OUT_0003590,CKT_0137,,20200502,08:22,20200502,09:56,TREES,Wind,8,93,False,False
OUT_0003591,CKT_0055,,20240804,10:58,20240804,09:58,TREES,Snow,856,30,False,False
OUT_0003592,CKT_0113,P_0002754,20211115,10:37,20211115,22:22,TREES,Wind,2,17,False,False
OUT_0003593,CKT_0107,P_0009237,20200914,04:58,20200914,22:17,FIRE_PREVENT,Wind,155,95,False,True
OUT_0003594,CKT_0108,P_0002920,20241117,05:11,20241117,01:29,TREES,Snow,296,144,False,False
OUT_0003595,CKT_0079,P_0000695,20230504,00:21,20230504,23:57,WEATHER,Wind,151,119,False,False
OUT_0003596,CKT_0074,P_0001739,20240804,19:45,20240804,08:46,EQUIP_FAIL,HeatWave,3,5,False,False
OUT_0003597,CKT_0140,,20210627,23:05,20210627,12:40,WEATHER,Snow,596,119,False,False
OUT_0003598,CKT_0005,,20230907,12:37,20230907,07:23,TREES,Wind,1088,127,False,False
OUT_0003599,CKT_0022,P_0003339,20240829,11:04,20240829,10:51,OTHER,Snow,853,120,False,False
OUT_0003600,CKT_0005,,20240106,11:27,20240106,15:56,TREES,Wind,206,210,False,False
OUT_0003601,CKT_0058,,20190218,09:57,20190218,21:00,TREES,Storm,186,183,False,False
OUT_0003602,CKT_0133,,20240123,14:17,20240123,11:20,TREES,Wind,96,42,False,False
OUT_0003603,CKT_0009,P_0006164,20200205,01:07,20200205,16:31,WEATHER,Snow,153,166,False,False
OUT_0003604,CKT_0068,,20200331,07:51,20200331,00:00,WEATHER,Wind,212,8,False,False
OUT_0003605,CKT_0028,P_0006673,20240610,13:51,20240610,03:11,TREES,Snow,477,12,False,False
OUT_0003606,CKT_0088,,20220516,04:43,20220516,07:48,OTHER,HeatWave,91,40,True,False
OUT_0003607,CKT_0073,,20191011,11:28,20191011,18:29,TREES,Wind,91,92,False,False
OUT_0003608,CKT_0086,P_0001160,20210329,16:45,20210329,16:20,OTHER,Wind,151,353,False,False
OUT_0003609,CKT_0006,P_0000638,20241012,09:29,20241012,11:22,OTHER,None,832,88,False,False
OUT_0003610,CKT_0061,P_0013235,20240616,07:53,20240616,06:44,WEATHER,Wind,232,73,False,False
OUT_0003611,CKT_0100,P_0004147,20211110,03:11,20211110,07:10,ANIMALS,None,28,14,False,False
OUT_0003612,CKT_0132,P_0008628,20210914,03:45,20210914,05:51,WEATHER,Wind,287,200,False,False
OUT_0003613,CKT_0014,P_0012511,20230921,20:22,20230921,21:32,TREES,Wind,289,9,False,False
OUT_0003614,CKT_0104,,20190126,05:55,20190126,02:48,OTHER,Wind,58,409,True,False
OUT_0003615,CKT_0004,,20191214,17:34,20191214,00:44,TREES,Wind,584,38,False,False
OUT_0003616,CKT_0028,P_0002797,20240403,12:26,20240403,11:38,ANIMALS,None,274,146,False,False
OUT_0003617,CKT_0069,,20210115,12:53,20210115,03:45,WEATHER,Storm,731,68,False,False
OUT_0003618,CKT_0146,P_0008023,20191214,23:06,20191214,09:43,TREES,Snow,34,224,False,False
OUT_0003619,CKT_0082,P_0001544,20221127,12:00,20221127,12:34,FIRE_PREVENT,HeatWave,60,39,False,True
OUT_0003620,CKT_0133,P_0006740,20240507,23:19,20240507,08:31,WEATHER,Storm,443,25,False,False
OUT_0003621,CKT_0041,,20190724,23:21,20190724,05:08,OTHER,Storm,100,62,False,False
OUT_0003622,CKT_0053,P_0003063,20200223,20:34,20200223,18:28,OTHER,Storm,580,81,False,False
OUT_0003623,CKT_0038,P_0005985,20230727,12:01,20230727,01:28,TREES,Wind,220,41,False,False
OUT_0003624,CKT_0116,P_0000352,20190820,13:20,20190820,21:35,TREES,Snow,92,106,False,False
OUT_0003625,CKT_0041,P_0001330,20211213,11:08,20211213,19:22,WEATHER,Wind,205,21,False,False
OUT_0003626,CKT_0095,P_0008924,20221227,10:19,20221227,03:40,WEATHER,Wind,250,86,False,False
OUT_0003627,CKT_0121,,20220203,20:21,20220203,07:01,OTHER,Snow,666,37,False,False
OUT_0003628,CKT_0128,P_0004789,20230127,11:41,20230127,18:32,TREES,Storm,887,22,False,False
OUT_0003629,CKT_0131,,20190304,20:52,20190304,12:15,OTHER,None,131,195,False,False
OUT_0003630,CKT_0049,,20221111,06:20,20221111,00:34,ANIMALS,Wind,162,43,False,False
OUT_0003631,CKT_0005,,20191227,04:57,20191227,14:16,OTHER,None,694,125,False,False
OUT_0003632,CKT_0058,,20201226,13:47,20201226,19:33,OTHER,None,14,91,False,False
OUT_0003633,CKT_0027,P_0002117,20240504,21:26,20240504,00:21,OTHER,None,490,60,False,False
OUT_0003634,CKT_0146,P_0000632,20230101,04:56,20230101,20:04,ANIMALS,Wind,24,12,False,False
OUT_0003635,CKT_0079,P_0010934,20230601,11:25,20230601,06:40,WEATHER,Storm,100,49,False,False
OUT_0003636,CKT_0089,P_0014104,20240724,16:28,20240724,20:25,EQUIP_FAIL,HeatWave,94,12,True,False
OUT_0003637,CKT_0043,P_0012884,20230320,22:26,20230320,17:05,WEATHER,Storm,250,52,False,False
OUT_0003638,CKT_0097,P_0010896,20221111,00:08,20221111,20:02,ANIMALS,None,60,102,False,False
OUT_0003639,CKT_0051,P_0013869,20221204,05:34,20221204,18:37,WEATHER,Wind,9,134,False,False
OUT_0003640,CKT_0074,P_0009292,20240510,21:59,20240510,07:04,EQUIP_FAIL,None,97,215,True,False
OUT_0003641,CKT_0117,P_0005180,20200330,17:10,20200330,10:33,EQUIP_FAIL,Snow,288,28,False,False
OUT_0003642,CKT_0046,P_0007781,20190330,16:59,20190330,20:24,TREES,Wind,539,301,False,False
OUT_0003643,CKT_0065,P_0009003,20221121,15:18,20221121,16:24,WEATHER,Storm,36,57,False,False
OUT_0003644,CKT_0014,P_0000661,20230802,15:53,20230802,16:05,EQUIP_FAIL,Snow,47,33,False,False
OUT_0003645,CKT_0128,P_0004364,20211007,12:37,20211007,01:43,WEATHER,Snow,771,25,False,False
OUT_0003646,CKT_0069,P_0001836,20211104,07:11,20211104,20:32,TREES,Storm,659,99,False,False
OUT_0003647,CKT_0102,P_0005568,20190305,14:37,20190305,15:17,WEATHER,Storm,11,60,False,False
OUT_0003648,CKT_0108,P_0008408,20211012,16:23,20211012,05:48,TREES,Wind,105,18,False,False
OUT_0003649,CKT_0117,,20211009,16:08,20211009,14:09,EQUIP_FAIL,None,37,22,False,False
OUT_0003650,CKT_0133,P_0013063,20231206,12:21,20231206,15:27,WEATHER,Wind,63,31,False,False
OUT_0003651,CKT_0131,P_0003254,20190407,19:49,20190407,13:30,WEATHER,Snow,11,20,False,False
OUT_0003652,CKT_0110,P_0009849,20230930,03:52,20230930,23:44,TREES,Storm,1597,100,False,False
OUT_0003653,CKT_0056,,20211211,23:52,20211211,12:32,ANIMALS,HeatWave,9,174,False,False
OUT_0003654,CKT_0008,,20211017,17:31,20211017,16:43,TREES,Snow,161,27,False,False
OUT_0003655,CKT_0074,P_0012119,20240521,16:25,20240521,14:44,TREES,Snow,53,32,False,False
OUT_0003656,CKT_0090,P_0013683,20231021,11:18,20231021,03:40,TREES,Snow,458,56,False,False
OUT_0003657,CKT_0037,P_0002383,20210716,05:25,20210716,18:24,TREES,Storm,209,24,False,False
OUT_0003658,CKT_0026,P_0014689,20200216,18:08,20200216,11:31,TREES,Snow,82,97,False,False
OUT_0003659,CKT_0109,P_0003471,20210922,10:57,20210922,02:16,WEATHER,Storm,362,49,False,False
OUT_0003660,CKT_0061,P_0012652,20200629,02:17,20200629,06:03,EQUIP_FAIL,HeatWave,72,264,False,False
OUT_0003661,CKT_0028,P_0007530,20231101,07:10,20231101,03:34,ANIMALS,Storm,49,51,False,False
OUT_0003662,CKT_0066,P_0011100,20220103,20:23,20220103,21:15,WEATHER,Wind,72,25,False,False
OUT_0003663,CKT_0088,P_0011734,20240516,12:49,20240516,11:16,WEATHER,Snow,423,64,False,False
OUT_0003664,CKT_0038,P_0010340,20190622,16:35,20190622,01:27,WEATHER,Snow,5,9,False,False
OUT_0003665,CKT_0065,P_0014072,20210202,09:11,20210202,11:05,ANIMALS,Snow,138,40,False,False
OUT_0003666,CKT_0026,P_0001709,20190605,14:47,20190605,10:42,WEATHER,Snow,304,47,False,False
OUT_0003667,CKT_0039,P_0009931,20231219,03:53,20231219,14:41,WEATHER,Storm,581,5,False,False
OUT_0003668,CKT_0016,P_0014519,20211110,21:02,20211110,19:29,WEATHER,Storm,269,60,False,False
OUT_0003669,CKT_0091,P_0004770,20240525,07:41,20240525,18:14,EQUIP_FAIL,None,24,42,False,False
OUT_0003670,CKT_0024,P_0004049,20240321,01:03,20240321,09:19,EQUIP_FAIL,HeatWave,1187,16,False,False
OUT_0003671,CKT_0032,,20230914,00:47,20230914,13:02,EQUIP_FAIL,Storm,41,80,False,False
OUT_0003672,CKT_0102,P_0001041,20220618,07:48,20220618,12:14,OTHER,HeatWave,423,53,False,False
OUT_0003673,CKT_0003,,20230415,13:20,20230415,17:32,EQUIP_FAIL,None,310,18,False,False
OUT_0003674,CKT_0133,,20220327,09:52,20220327,00:57,ANIMALS,Wind,607,141,False,False
OUT_0003675,CKT_0064,P_0006460,20220416,23:15,20220416,17:45,ANIMALS,HeatWave,434,139,False,False
OUT_0003676,CKT_0045,P_0004873,20210326,00:28,20210326,16:30,TREES,Storm,1182,39,False,False
OUT_0003677,CKT_0029,P_0007697,20230621,01:48,20230621,02:17,FIRE_PREVENT,Wind,82,26,False,True
OUT_0003678,CKT_0140,P_0006849,20230111,13:44,20230111,01:49,EQUIP_FAIL,Snow,747,15,False,False
OUT_0003679,CKT_0039,P_0009370,20200612,23:05,20200612,15:39,TREES,Snow,1167,57,False,False
OUT_0003680,CKT_0070,P_0008246,20221025,10:56,20221025,15:51,EQUIP_FAIL,Snow,81,13,False,False
OUT_0003681,CKT_0049,P_0008706,20240823,01:41,20240823,01:34,TREES,Storm,202,109,False,False
OUT_0003682,CKT_0069,P_0003963,20230808,02:33,20230808,20:09,TREES,Wind,929,128,False,False
OUT_0003683,CKT_0119,P_0011031,20210717,05:03,20210717,03:07,TREES,Storm,33,58,False,False
OUT_0003684,CKT_0022,P_0013209,20190807,17:35,20190807,15:56,TREES,Storm,378,88,False,False
OUT_0003685,CKT_0029,P_0014767,20200213,18:03,20200213,09:10,WEATHER,Wind,50,134,False,False
OUT_0003686,CKT_0129,P_0003650,20211124,08:22,20211124,12:19,OTHER,Snow,486,5,False,False
OUT_0003687,CKT_0031,P_0001000,20230605,01:45,20230605,15:37,ANIMALS,Storm,396,100,False,False
OUT_0003688,CKT_0073,P_0001482,20221122,11:54,20221122,19:09,WEATHER,Snow,23,17,False,False
OUT_0003689,CKT_0114,P_0013215,20230813,19:41,20230813,10:50,TREES,Wind,25,61,False,False
OUT_0003690,CKT_0120,P_0008231,20210827,21:55,20210827,07:21,EQUIP_FAIL,Snow,32,94,False,False
OUT_0003691,CKT_0016,P_0013704,20201205,03:59,20201205,20:32,TREES,Storm,96,61,False,False
OUT_0003692,CKT_0104,,20220930,15:02,20220930,03:50,WEATHER,Snow,13,121,False,False
OUT_0003693,CKT_0101,P_0013708,20200227,09:19,20200227,02:40,WEATHER,Storm,626,19,False,False
OUT_0003694,CKT_0098,P_0006957,20220528,03:18,20220528,22:20,FIRE_PREVENT,Wind,42,176,False,True
OUT_0003695,CKT_0003,,20200419,20:57,20200419,08:30,EQUIP_FAIL,HeatWave,1307,5,False,False
OUT_0003696,CKT_0013,P_0002189,20220112,13:46,20220112,03:31,EQUIP_FAIL,HeatWave,192,20,False,False
OUT_0003697,CKT_0009,P_0009280,20230811,20:25,20230811,17:54,EQUIP_FAIL,Wind,27,95,False,False
OUT_0003698,CKT_0020,,20220418,21:07,20220418,11:21,FIRE_PREVENT,Storm,18,88,False,True
OUT_0003699,CKT_0129,P_0013565,20190921,14:00,20190921,00:18,OTHER,Storm,6,7,False,False
OUT_0003700,CKT_0061,P_0005171,20240511,06:41,20240511,07:29,FIRE_PREVENT,Snow,89,181,False,True
OUT_0003701,CKT_0010,P_0004046,20231121,16:40,20231121,13:44,OTHER,None,25,390,False,False
OUT_0003702,CKT_0089,P_0007087,20190316,16:13,20190316,19:21,TREES,Snow,16,106,False,False
OUT_0003703,CKT_0121,P_0009452,20200520,00:06,20200520,13:05,TREES,Storm,10,5,False,False
OUT_0003704,CKT_0068,P_0002922,20230607,18:19,20230607,05:22,ANIMALS,Storm,199,17,False,False
OUT_0003705,CKT_0087,P_0009283,20220311,11:15,20220311,14:00,TREES,Wind,297,79,False,False
OUT_0003706,CKT_0027,P_0008663,20241206,12:22,20241206,19:53,TREES,Snow,92,5,False,False
OUT_0003707,CKT_0150,P_0005663,20230723,00:35,20230723,00:46,OTHER,Storm,8,48,False,False
OUT_0003708,CKT_0147,P_0000918,20190921,04:41,20190921,21:33,TREES,Snow,1291,93,False,False
OUT_0003709,CKT_0147,P_0013321,20220224,09:54,20220224,18:49,TREES,Storm,97,28,False,False
OUT_0003710,CKT_0120,,20240726,06:00,20240726,16:15,WEATHER,Storm,410,91,False,False
OUT_0003711,CKT_0022,P_0009235,20191119,04:42,20191119,10:07,WEATHER,Storm,1256,53,False,False
OUT_0003712,CKT_0100,,20191116,20:37,20191116,10:15,OTHER,Wind,221,40,True,False
OUT_0003713,CKT_0108,P_0009917,20230428,01:11,20230428,12:14,ANIMALS,None,11,96,False,False
OUT_0003714,CKT_0122,P_0010276,20210208,18:14,20210208,11:18,WEATHER,Storm,136,27,False,False
OUT_0003715,CKT_0033,P_0000984,20230801,00:28,20230801,10:55,ANIMALS,Snow,54,7,False,False
OUT_0003716,CKT_0134,P_0000237,20190320,05:09,20190320,07:41,EQUIP_FAIL,HeatWave,31,281,False,False
OUT_0003717,CKT_0104,,20200212,14:02,20200212,16:44,TREES,Wind,22,22,False,False
OUT_0003718,CKT_0033,P_0005813,20210525,09:57,20210525,06:33,OTHER,Snow,71,63,False,False
OUT_0003719,CKT_0130,P_0009811,20220420,14:22,20220420,18:33,EQUIP_FAIL,Wind,281,14,False,False
OUT_0003720,CKT_0057,,20240824,17:48,20240824,02:02,EQUIP_FAIL,None,88,105,False,False
OUT_0003721,CKT_0126,,20210225,03:19,20210225,13:37,TREES,Wind,177,12,False,False
OUT_0003722,CKT_0037,,20230109,07:13,20230109,20:32,ANIMALS,HeatWave,662,197,False,False
OUT_0003723,CKT_0093,P_0004146,20240105,11:32,20240105,15:10,WEATHER,Storm,299,244,False,False
OUT_0003724,CKT_0124,P_0002050,20240828,12:09,20240828,16:21,WEATHER,Snow,966,15,False,False
OUT_0003725,CKT_0073,,20241019,03:52,20241019,20:16,EQUIP_FAIL,HeatWave,137,6,False,False
OUT_0003726,CKT_0081,,20200919,07:57,20200919,17:56,EQUIP_FAIL,HeatWave,460,110,False,False
OUT_0003727,CKT_0038,P_0000873,20240728,22:29,20240728,09:20,EQUIP_FAIL,None,9,5,False,False
OUT_0003728,CKT_0084,P_0002464,20200504,14:52,20200504,02:33,TREES,Storm,97,120,False,False
OUT_0003729,CKT_0029,,20191206,20:02,20191206,00:48,WEATHER,Wind,3,76,False,False
OUT_0003730,CKT_0051,P_0006883,20210105,10:42,20210105,04:54,FIRE_PREVENT,Wind,83,55,False,True
OUT_0003731,CKT_0043,P_0013440,20190831,14:40,20190831,05:33,TREES,Wind,76,28,False,False
OUT_0003732,CKT_0063,P_0002334,20240426,09:51,20240426,17:31,TREES,Snow,253,5,False,False
OUT_0003733,CKT_0068,,20240526,13:58,20240526,01:45,WEATHER,Wind,1014,20,False,False
OUT_0003734,CKT_0010,P_0006390,20220322,16:19,20220322,23:41,FIRE_PREVENT,HeatWave,234,186,False,True
OUT_0003735,CKT_0128,P_0009503,20230529,05:51,20230529,16:04,ANIMALS,HeatWave,198,109,False,False
OUT_0003736,CKT_0110,P_0011005,20220930,23:10,20220930,15:01,EQUIP_FAIL,None,56,14,False,False
OUT_0003737,CKT_0063,P_0010066,20190429,16:35,20190429,15:49,ANIMALS,Wind,100,112,False,False
OUT_0003738,CKT_0100,,20210811,04:43,20210811,17:15,TREES,Snow,211,291,False,False
OUT_0003739,CKT_0132,P_0004856,20200904,17:32,20200904,08:49,EQUIP_FAIL,Snow,45,92,False,False
OUT_0003740,CKT_0116,P_0004806,20221107,02:28,20221107,06:12,EQUIP_FAIL,Storm,48,74,False,False
OUT_0003741,CKT_0014,,20201102,05:17,20201102,22:35,TREES,Storm,41,51,False,False
OUT_0003742,CKT_0014,P_0011172,20231116,10:53,20231116,16:43,OTHER,Snow,50,39,False,False
OUT_0003743,CKT_0010,P_0000706,20231007,16:31,20231007,23:58,ANIMALS,Wind,87,10,False,False
OUT_0003744,CKT_0076,,20241114,09:08,20241114,01:51,OTHER,Wind,1,116,False,False
OUT_0003745,CKT_0080,P_0005199,20190808,18:53,20190808,00:22,TREES,Wind,632,192,False,False
OUT_0003746,CKT_0134,P_0002827,20200430,11:03,20200430,06:54,ANIMALS,Storm,30,82,False,False
OUT_0003747,CKT_0133,,20191115,00:38,20191115,05:56,WEATHER,Storm,97,5,False,False
OUT_0003748,CKT_0118,,20190207,22:58,20190207,21:46,EQUIP_FAIL,HeatWave,1492,33,True,False
OUT_0003749,CKT_0108,,20231219,15:23,20231219,02:23,TREES,Wind,1,9,False,False
OUT_0003750,CKT_0083,,20190515,20:08,20190515,22:11,TREES,Snow,126,14,False,False
OUT_0003751,CKT_0066,,20200615,02:55,20200615,06:27,EQUIP_FAIL,None,118,116,True,False
OUT_0003752,CKT_0067,,20221228,18:36,20221228,05:13,TREES,Snow,451,8,False,False
OUT_0003753,CKT_0118,P_0011253,20220506,16:45,20220506,14:53,TREES,Snow,68,113,False,False
OUT_0003754,CKT_0137,,20220927,05:09,20220927,14:26,OTHER,Storm,430,57,False,False
OUT_0003755,CKT_0002,P_0005950,20230120,17:26,20230120,13:00,WEATHER,Storm,104,41,False,False
OUT_0003756,CKT_0053,,20231223,20:42,20231223,04:48,OTHER,Snow,542,16,False,False
OUT_0003757,CKT_0126,P_0001956,20220319,07:41,20220319,11:43,EQUIP_FAIL,Snow,2,126,False,False
OUT_0003758,CKT_0008,P_0005757,20201004,07:05,20201004,05:35,TREES,Wind,75,64,False,False
OUT_0003759,CKT_0065,P_0005424,20210726,23:27,20210726,23:43,EQUIP_FAIL,None,61,5,True,False
OUT_0003760,CKT_0037,,20210709,04:12,20210709,02:56,TREES,Storm,402,198,False,False
OUT_0003761,CKT_0082,P_0011798,20241204,11:49,20241204,14:17,TREES,Wind,926,20,False,False
OUT_0003762,CKT_0142,,20191130,22:31,20191130,09:24,OTHER,Storm,64,274,False,False
OUT_0003763,CKT_0016,,20240310,14:20,20240310,21:04,TREES,Storm,2,73,False,False
OUT_0003764,CKT_0088,P_0007364,20220814,10:17,20220814,16:09,TREES,Wind,190,135,False,False
OUT_0003765,CKT_0114,P_0001575,20240721,11:47,20240721,02:05,WEATHER,Snow,4,21,False,False
OUT_0003766,CKT_0060,P_0008462,20220223,14:44,20220223,11:55,WEATHER,Storm,159,38,False,False
OUT_0003767,CKT_0127,,20231028,13:58,20231028,11:13,TREES,Storm,16,234,False,False
OUT_0003768,CKT_0135,P_0013125,20220901,20:09,20220901,04:48,TREES,Storm,899,106,False,False
OUT_0003769,CKT_0052,P_0009707,20220720,22:09,20220720,13:00,TREES,Wind,76,192,False,False
OUT_0003770,CKT_0002,P_0009339,20200908,00:52,20200908,10:29,EQUIP_FAIL,Storm,147,13,False,False
OUT_0003771,CKT_0034,P_0005772,20191215,17:28,20191215,21:52,WEATHER,Snow,469,65,False,False
OUT_0003772,CKT_0109,P_0006618,20211024,05:02,20211024,03:33,TREES,Storm,200,271,False,False
OUT_0003773,CKT_0141,P_0007542,20211008,21:56,20211008,19:28,EQUIP_FAIL,None,338,15,True,False
OUT_0003774,CKT_0031,,20220223,16:57,20220223,13:27,OTHER,None,191,24,True,False
OUT_0003775,CKT_0096,,20230711,20:22,20230711,07:23,WEATHER,Snow,31,272,False,False
OUT_0003776,CKT_0098,,20220129,17:53,20220129,18:52,WEATHER,Wind,7,135,False,False
OUT_0003777,CKT_0004,P_0010191,20211102,19:57,20211102,03:42,WEATHER,Storm,257,51,False,False
OUT_0003778,CKT_0116,P_0010561,20210725,12:35,20210725,17:10,TREES,Snow,473,42,False,False
OUT_0003779,CKT_0074,P_0008336,20211004,11:07,20211004,21:22,ANIMALS,Storm,186,5,False,False
OUT_0003780,CKT_0064,P_0003724,20200806,07:57,20200806,08:25,WEATHER,Snow,48,207,False,False
OUT_0003781,CKT_0139,P_0010071,20240103,17:00,20240103,08:34,TREES,Snow,96,125,False,False
OUT_0003782,CKT_0087,P_0012886,20190405,04:54,20190405,15:44,EQUIP_FAIL,Wind,184,9,False,False
OUT_0003783,CKT_0083,P_0009229,20210913,03:05,20210913,11:27,TREES,Wind,399,354,False,False
OUT_0003784,CKT_0028,,20200928,20:07,20200928,23:51,WEATHER,Wind,577,133,False,False
OUT_0003785,CKT_0051,P_0011138,20240308,08:34,20240308,11:21,WEATHER,Snow,18,136,False,False
OUT_0003786,CKT_0128,P_0001785,20200130,19:43,20200130,07:53,ANIMALS,Wind,6,22,False,False
OUT_0003787,CKT_0086,,20210110,08:01,20210110,03:50,TREES,Wind,77,9,False,False
OUT_0003788,CKT_0087,P_0013636,20190623,08:35,20190623,08:27,EQUIP_FAIL,HeatWave,119,58,False,False
OUT_0003789,CKT_0073,P_0004947,20230329,00:07,20230329,09:20,TREES,Wind,124,35,False,False
OUT_0003790,CKT_0093,P_0006684,20190910,20:51,20190910,03:29,ANIMALS,Snow,667,114,False,False
OUT_0003791,CKT_0026,P_0013448,20230108,06:43,20230108,03:59,WEATHER,Storm,1050,11,False,False
OUT_0003792,CKT_0129,,20221230,14:56,20221230,10:00,TREES,Snow,542,119,False,False
