WorkOrderID,PoleID,CircuitID,WorkDateKey,WorkType,SpanFeetTreated,CostUSD,ContractorName
WO_00002145,P_0011801,CKT_0053,20190624,Trim,74.7,1488.04,TreeCo
WO_00002146,P_0010032,CKT_0034,20200414,Mow,70.3,952.48,SafeSpan
WO_00002147,P_0005719,CKT_0117,20210310,Patrol,98.7,949.81,TreeCo
WO_00002148,P_0001151,CKT_0096,20230210,Trim,62.0,948.59,GreenLine
WO_00002149,P_0007206,CKT_0032,20220224,Remove,107.2,1842.83,TreeCo
WO_00002150,P_0013081,CKT_0121,20190418,Patrol,27.3,227.44,GreenLine
WO_00002151,P_0006707,CKT_0055,20210809,Mow,95.0,1233.24,GreenLine
WO_00002152,P_0003045,CKT_0003,20250205,Remove,12.4,102.41,GreenLine
WO_00002153,P_0006425,CKT_0070,20201106,Remove,81.9,1391.69,SafeSpan
WO_00002154,P_0006357,CKT_0102,20220720,Mow,67.3,663.32,GreenLine
WO_00002155,P_0012352,CKT_0107,20200725,Trim,95.4,1384.66,TreeCo
WO_00002156,P_0001455,CKT_0127,20210120,Remove,119.9,2316.74,ClearPath
WO_00002157,P_0012819,CKT_0076,20210831,Remove,77.7,758.87,SafeSpan
WO_00002158,P_0012832,CKT_0006,20231020,Remove,110.8,1216.76,ClearPath
WO_00002159,P_0008783,CKT_0057,20210830,Mow,62.0,662.07,GreenLine
WO_00002160,P_0013246,CKT_0069,20231216,Patrol,94.0,1537.21,TreeCo
WO_00002161,P_0008786,CKT_0028,20200825,Trim,67.3,772.0,GreenLine
WO_00002162,P_0003405,CKT_0069,20220620,Patrol,65.0,862.86,SafeSpan
WO_00002163,P_0011686,CKT_0110,20241004,Trim,78.4,1042.07,ClearPath
WO_00002164,P_0011178,CKT_0091,20191007,Trim,65.3,1253.23,ClearPath
WO_00002165,P_0002055,CKT_0027,20210401,Mow,91.8,762.64,SafeSpan
WO_00002166,P_0004869,CKT_0084,20240531,Patrol,90.1,1200.88,GreenLine
WO_00002167,P_0010339,CKT_0063,20241116,Remove,61.9,1013.93,TreeCo
WO_00002168,P_0000848,CKT_0008,20201229,Trim,34.3,513.11,SafeSpan
WO_00002169,P_0002793,CKT_0047,20231205,Patrol,51.1,556.69,GreenLine
WO_00002170,P_0011342,CKT_0078,20200222,Trim,35.8,509.89,GreenLine
WO_00002171,P_0007324,CKT_0149,20200914,Mow,88.8,1076.24,GreenLine
WO_00002172,P_0014789,CKT_0057,20220210,Trim,80.9,883.2,GreenLine
WO_00002173,P_0004619,CKT_0051,20240205,Remove,44.8,723.07,TreeCo
WO_00002174,P_0001371,CKT_0021,20220629,Mow,70.5,705.16,SafeSpan
WO_00002175,P_0008874,CKT_0128,20221127,Remove,68.7,858.76,SafeSpan
WO_00002176,P_0004101,CKT_0038,20200730,Mow,99.0,1356.65,SafeSpan
WO_00002177,P_0002034,CKT_0141,20201022,Mow,36.0,387.83,TreeCo
WO_00002178,P_0009841,CKT_0111,20230630,Mow,92.9,1801.2,TreeCo
WO_00002179,P_0012369,CKT_0053,20230124,Trim,66.9,1189.4,TreeCo
WO_00002180,P_0010521,CKT_0064,20230510,Remove,83.0,1472.24,ClearPath
WO_00002181,P_0011588,CKT_0099,20200101,Mow,68.4,1325.84,SafeSpan
WO_00002182,P_0002675,CKT_0101,20240204,Mow,82.1,1040.05,TreeCo
WO_00002183,P_0003720,CKT_0027,20230707,Mow,87.5,976.91,TreeCo
WO_00002184,P_0006684,CKT_0093,20230522,Remove,98.4,1057.65,GreenLine
WO_00002185,P_0011491,CKT_0128,20210820,Patrol,65.0,984.49,ClearPath
WO_00002186,P_0013788,CKT_0121,20210522,Remove,84.3,1340.8,GreenLine
WO_00002187,P_0006282,CKT_0061,20190509,Remove,70.7,795.03,ClearPath
WO_00002188,P_0013364,CKT_0026,20190608,Mow,53.0,1020.28,GreenLine
WO_00002189,P_0013272,CKT_0013,20190901,Patrol,117.6,1532.93,ClearPath
WO_00002190,P_0014762,CKT_0066,20210220,Remove,67.8,569.12,SafeSpan
WO_00002191,P_0005777,CKT_0048,20190327,Mow,91.1,765.56,TreeCo
WO_00002192,P_0014282,CKT_0031,20220301,Mow,91.5,1271.83,SafeSpan
WO_00002193,P_0005854,CKT_0018,20230312,Remove,57.5,841.57,GreenLine
WO_00002194,P_0014362,CKT_0112,20221017,Remove,72.5,1203.51,ClearPath
WO_00002195,P_0004974,CKT_0099,20230621,Mow,77.3,1257.19,SafeSpan
WO_00002196,P_0004313,CKT_0070,20240714,Patrol,99.9,1794.68,ClearPath
WO_00002197,P_0007981,CKT_0100,20220731,Trim,46.0,811.51,GreenLine
WO_00002198,P_0010720,CKT_0115,20210802,Trim,58.8,770.37,GreenLine
WO_00002199,P_0003835,CKT_0131,20241002,Remove,45.3,517.24,GreenLine
WO_00002200,P_0004169,CKT_0140,20200103,Mow,60.0,1080.76,TreeCo
WO_00002201,P_0011692,CKT_0032,20241106,Remove,84.5,1035.12,ClearPath
WO_00002202,P_0009941,CKT_0134,20240901,Patrol,79.9,889.47,GreenLine
WO_00002203,P_0001145,CKT_0078,20240527,Remove,72.3,692.23,SafeSpan
WO_00002204,P_0012592,CKT_0139,20191129,Remove,130.5,2105.35,GreenLine
WO_00002205,P_0002377,CKT_0099,20190819,Mow,65.9,775.46,SafeSpan
WO_00002206,P_0007655,CKT_0062,20220602,Trim,42.0,719.06,GreenLine
WO_00002207,P_0010850,CKT_0097,20191203,Mow,44.1,504.3,ClearPath
WO_00002208,P_0003424,CKT_0131,20190116,Trim,72.5,1206.74,TreeCo
WO_00002209,P_0000057,CKT_0083,20210113,Mow,69.7,1252.03,TreeCo
WO_00002210,P_0002671,CKT_0009,20230810,Patrol,45.0,682.9,GreenLine
WO_00002211,P_0013527,CKT_0054,20230627,Trim,66.7,1120.99,TreeCo
WO_00002212,P_0003748,CKT_0132,20211022,Mow,105.9,1459.24,ClearPath
WO_00002213,P_0012795,CKT_0076,20240116,Patrol,56.5,482.0,TreeCo
WO_00002214,P_0012564,CKT_0016,20191117,Remove,80.0,723.3,GreenLine
WO_00002215,P_0001043,CKT_0024,20230928,Remove,174.2,3042.98,ClearPath
WO_00002216,P_0007098,CKT_0097,20190105,Trim,56.9,833.61,ClearPath
WO_00002217,P_0014934,CKT_0054,20220522,Patrol,100.2,1841.95,GreenLine
WO_00002218,P_0009858,CKT_0076,20240425,Patrol,62.8,960.4,ClearPath
WO_00002219,P_0007197,CKT_0042,20201030,Mow,95.1,1525.13,SafeSpan
WO_00002220,P_0007539,CKT_0023,20240717,Remove,81.3,1326.38,ClearPath
WO_00002221,P_0008017,CKT_0112,20190420,Remove,58.0,1020.76,TreeCo
WO_00002222,P_0011125,CKT_0046,20191205,Mow,84.3,676.66,TreeCo
WO_00002223,P_0007349,CKT_0042,20220824,Remove,45.5,459.44,GreenLine
WO_00002224,P_0010155,CKT_0132,20200509,Patrol,71.0,603.53,ClearPath
WO_00002225,P_0002647,CKT_0076,20210222,Trim,116.1,1252.23,GreenLine
WO_00002226,P_0007374,CKT_0064,20210115,Trim,80.9,1472.38,SafeSpan
WO_00002227,P_0011117,CKT_0009,20200402,Remove,56.9,724.75,GreenLine
WO_00002228,P_0010380,CKT_0043,20230404,Remove,10.0,100.81,SafeSpan
WO_00002229,P_0000447,CKT_0117,20240829,Patrol,49.3,588.19,GreenLine
WO_00002230,P_0001449,CKT_0148,20201019,Mow,97.9,1729.26,ClearPath
WO_00002231,P_0001514,CKT_0055,20221129,Mow,89.7,1443.69,ClearPath
WO_00002232,P_0010739,CKT_0054,20230618,Patrol,50.7,676.88,GreenLine
WO_00002233,P_0011597,CKT_0105,20231101,Trim,117.5,1810.44,TreeCo
WO_00002234,P_0012661,CKT_0099,20200710,Trim,88.4,1199.57,GreenLine
WO_00002235,P_0000784,CKT_0147,20240903,Mow,69.7,1252.66,ClearPath
WO_00002236,P_0011973,CKT_0089,20191202,Patrol,56.4,694.93,ClearPath
WO_00002237,P_0009156,CKT_0005,20190612,Trim,124.5,1692.96,TreeCo
WO_00002238,P_0010287,CKT_0094,20250328,Patrol,105.1,1883.76,ClearPath
WO_00002239,P_0008077,CKT_0003,20241203,Trim,128.5,1316.59,GreenLine
WO_00002240,P_0001128,CKT_0076,20250126,Mow,117.0,1810.17,ClearPath
WO_00002241,P_0009945,CKT_0148,20210420,Remove,104.7,1373.26,GreenLine
WO_00002242,P_0005920,CKT_0023,20241114,Remove,41.6,718.73,TreeCo
WO_00002243,P_0004990,CKT_0056,20220923,Remove,108.9,1889.69,ClearPath
WO_00002244,P_0012982,CKT_0114,20210629,Mow,53.6,890.34,SafeSpan
WO_00002245,P_0000077,CKT_0148,20191115,Mow,80.9,1562.34,TreeCo
WO_00002246,P_0014028,CKT_0001,20200424,Patrol,34.0,297.55,SafeSpan
WO_00002247,P_0011764,CKT_0074,20190403,Remove,128.6,2039.13,ClearPath
WO_00002248,P_0008678,CKT_0118,20220425,Remove,108.3,1787.73,ClearPath
WO_00002249,P_0003488,CKT_0030,20230102,Trim,105.4,1215.25,ClearPath
WO_00002250,P_0005776,CKT_0120,20190622,Remove,70.1,1271.2,ClearPath
WO_00002251,P_0014544,CKT_0061,20200707,Remove,96.6,1475.81,GreenLine
WO_00002252,P_0014662,CKT_0022,20230907,Trim,93.0,1706.8,GreenLine
WO_00002253,P_0004118,CKT_0058,20190712,Mow,88.5,1138.03,GreenLine
WO_00002254,P_0005752,CKT_0039,20211101,Patrol,60.9,515.26,TreeCo
WO_00002255,P_0006208,CKT_0043,20191124,Patrol,95.2,1348.92,ClearPath
WO_00002256,P_0013635,CKT_0064,20250105,Trim,147.2,1568.5,SafeSpan
WO_00002257,P_0003370,CKT_0121,20200229,Trim,85.8,986.63,GreenLine
WO_00002258,P_0011494,CKT_0148,20210412,Mow,12.4,186.49,GreenLine
WO_00002259,P_0000406,CKT_0084,20240426,Remove,22.1,323.66,SafeSpan
WO_00002260,P_0001282,CKT_0017,20221204,Remove,94.7,979.53,SafeSpan
WO_00002261,P_0014830,CKT_0072,20201102,Remove,121.5,2010.74,GreenLine
WO_00002262,P_0011216,CKT_0105,20230318,Remove,104.5,1277.89,SafeSpan
WO_00002263,P_0005899,CKT_0063,20210902,Patrol,136.8,2010.72,ClearPath
WO_00002264,P_0006599,CKT_0127,20191117,Trim,131.5,2138.25,TreeCo
WO_00002265,P_0001571,CKT_0054,20240221,Patrol,100.5,1761.46,SafeSpan
WO_00002266,P_0011794,CKT_0111,20220504,Patrol,78.9,1021.96,SafeSpan
WO_00002267,P_0009506,CKT_0013,20220617,Patrol,66.7,994.88,TreeCo
WO_00002268,P_0004424,CKT_0081,20200329,Trim,111.4,1509.92,GreenLine
WO_00002269,P_0006137,CKT_0041,20220203,Trim,115.5,950.41,GreenLine
WO_00002270,P_0005115,CKT_0048,20210715,Patrol,87.2,1438.4,GreenLine
WO_00002271,P_0007599,CKT_0133,20230407,Trim,61.1,594.47,ClearPath
WO_00002272,P_0012620,CKT_0084,20200308,Patrol,109.5,1583.97,GreenLine
WO_00002273,P_0005117,CKT_0062,20231114,Patrol,72.9,1085.57,SafeSpan
WO_00002274,P_0012688,CKT_0128,20210602,Remove,85.5,834.4,GreenLine
WO_00002275,P_0006798,CKT_0077,20210222,Patrol,71.1,1004.16,SafeSpan
WO_00002276,P_0003736,CKT_0032,20240514,Trim,67.3,778.29,ClearPath
WO_00002277,P_0007210,CKT_0015,20190828,Trim,104.8,1745.97,GreenLine
WO_00002278,P_0005731,CKT_0012,20230225,Trim,69.9,987.76,GreenLine
WO_00002279,P_0000839,CKT_0105,20210714,Mow,49.2,600.84,ClearPath
WO_00002280,P_0006004,CKT_0051,20230528,Mow,51.3,736.5,TreeCo
WO_00002281,P_0006534,CKT_0014,20240801,Trim,131.0,1106.58,ClearPath
WO_00002282,P_0008266,CKT_0016,20230430,Patrol,44.7,413.74,TreeCo
WO_00002283,P_0013268,CKT_0140,20200309,Remove,46.8,385.39,GreenLine
WO_00002284,P_0010643,CKT_0042,20231120,Patrol,56.0,684.96,ClearPath
WO_00002285,P_0002508,CKT_0012,20241007,Trim,47.5,411.37,ClearPath
WO_00002286,P_0008662,CKT_0012,20211113,Remove,85.4,1066.4,GreenLine
WO_00002287,P_0008828,CKT_0042,20220905,Remove,67.3,1212.07,TreeCo
WO_00002288,P_0004252,CKT_0113,20240930,Trim,109.7,1084.78,TreeCo
WO_00002289,P_0012974,CKT_0149,20220110,Mow,73.7,947.4,SafeSpan
WO_00002290,P_0004304,CKT_0040,20210104,Patrol,96.6,1196.24,SafeSpan
WO_00002291,P_0002862,CKT_0034,20230421,Trim,45.6,867.5,TreeCo
WO_00002292,P_0004598,CKT_0059,20200927,Patrol,46.8,477.71,ClearPath
WO_00002293,P_0004886,CKT_0002,20231002,Mow,59.5,616.73,GreenLine
WO_00002294,P_0004867,CKT_0123,20230416,Remove,76.3,1390.29,SafeSpan
WO_00002295,P_0010007,CKT_0005,20200731,Trim,86.4,858.5,ClearPath
WO_00002296,P_0003566,CKT_0137,20240322,Patrol,49.9,466.26,GreenLine
WO_00002297,P_0000774,CKT_0031,20210513,Mow,69.1,1265.08,TreeCo
WO_00002298,P_0001518,CKT_0107,20240816,Mow,65.7,777.33,SafeSpan
WO_00002299,P_0005855,CKT_0110,20200529,Patrol,79.4,1199.75,TreeCo
WO_00002300,P_0002695,CKT_0093,20241118,Trim,29.5,400.6,GreenLine
WO_00002301,P_0006743,CKT_0104,20240710,Trim,103.7,1545.16,TreeCo
WO_00002302,P_0007195,CKT_0104,20190330,Mow,116.2,2177.58,ClearPath
WO_00002303,P_0005904,CKT_0131,20190607,Remove,86.6,1330.6,ClearPath
WO_00002304,P_0006886,CKT_0023,20210729,Remove,32.2,563.29,GreenLine
WO_00002305,P_0014194,CKT_0037,20200324,Remove,108.9,1211.64,SafeSpan
WO_00002306,P_0013264,CKT_0141,20190305,Trim,22.9,217.69,ClearPath
WO_00002307,P_0003013,CKT_0004,20231020,Mow,113.7,2149.17,SafeSpan
WO_00002308,P_0007950,CKT_0117,20230714,Remove,87.6,721.02,GreenLine
WO_00002309,P_0009644,CKT_0036,20200407,Remove,75.0,1238.83,ClearPath
WO_00002310,P_0011137,CKT_0116,20240730,Mow,138.4,1331.49,SafeSpan
WO_00002311,P_0003669,CKT_0035,20230920,Trim,64.5,1186.43,SafeSpan
WO_00002312,P_0003294,CKT_0067,20241225,Trim,14.5,131.18,GreenLine
WO_00002313,P_0010940,CKT_0024,20210725,Remove,53.1,437.43,SafeSpan
WO_00002314,P_0002438,CKT_0063,20220612,Patrol,98.1,1086.47,ClearPath
WO_00002315,P_0008212,CKT_0023,20230531,Mow,28.8,333.36,TreeCo
WO_00002316,P_0010620,CKT_0099,20210718,Trim,50.2,600.1,GreenLine
WO_00002317,P_0005730,CKT_0046,20220516,Patrol,113.2,1072.85,TreeCo
WO_00002318,P_0002155,CKT_0029,20230618,Patrol,60.7,577.15,ClearPath
WO_00002319,P_0009931,CKT_0039,20221215,Remove,98.1,1231.23,ClearPath
WO_00002320,P_0004068,CKT_0072,20230524,Trim,92.0,932.07,ClearPath
WO_00002321,P_0004241,CKT_0073,20211109,Remove,47.7,648.21,GreenLine
WO_00002322,P_0009901,CKT_0087,20201118,Remove,110.3,1538.78,ClearPath
WO_00002323,P_0004213,CKT_0130,20200702,Patrol,110.5,1111.25,SafeSpan
WO_00002324,P_0003944,CKT_0149,20220315,Remove,97.0,1050.55,TreeCo
WO_00002325,P_0009338,CKT_0015,20241017,Mow,74.1,1238.92,GreenLine
WO_00002326,P_0001039,CKT_0036,20240217,Patrol,34.2,602.98,GreenLine
WO_00002327,P_0004407,CKT_0041,20210102,Patrol,123.3,2378.3,ClearPath
WO_00002328,P_0014177,CKT_0121,20210413,Mow,75.0,1175.16,SafeSpan
WO_00002329,P_0009769,CKT_0102,20200422,Patrol,63.8,1106.26,TreeCo
WO_00002330,P_0008297,CKT_0038,20200109,Remove,104.5,1481.04,GreenLine
WO_00002331,P_0008479,CKT_0085,20240628,Trim,62.8,1152.83,TreeCo
WO_00002332,P_0008415,CKT_0126,20240303,Patrol,77.4,747.42,ClearPath
WO_00002333,P_0005480,CKT_0082,20231223,Patrol,32.6,309.81,SafeSpan
WO_00002334,P_0011607,CKT_0078,20220928,Trim,85.8,1021.4,TreeCo
WO_00002335,P_0012187,CKT_0011,20240312,Remove,69.1,1020.16,SafeSpan
WO_00002336,P_0013373,CKT_0139,20190322,Mow,93.0,850.31,SafeSpan
WO_00002337,P_0011622,CKT_0051,20191104,Mow,102.0,1110.7,GreenLine
WO_00002338,P_0011424,CKT_0011,20230828,Patrol,66.0,547.97,SafeSpan
WO_00002339,P_0013312,CKT_0038,20230806,Patrol,94.7,826.99,SafeSpan
WO_00002340,P_0004848,CKT_0035,20240324,Mow,83.8,1607.77,ClearPath
WO_00002341,P_0011139,CKT_0009,20210729,Trim,101.8,1992.64,TreeCo
WO_00002342,P_0005488,CKT_0026,20201107,Patrol,149.3,1249.12,GreenLine
WO_00002343,P_0002653,CKT_0133,20191025,Remove,39.2,765.57,SafeSpan
WO_00002344,P_0009980,CKT_0091,20200708,Patrol,40.1,434.44,SafeSpan
WO_00002345,P_0001929,CKT_0133,20230327,Trim,80.8,751.2,GreenLine
WO_00002346,P_0010005,CKT_0017,20200108,Remove,111.2,1876.99,TreeCo
WO_00002347,P_0010890,CKT_0105,20230501,Patrol,80.9,1504.46,SafeSpan
WO_00002348,P_0004110,CKT_0014,20240825,Mow,86.5,1507.12,GreenLine
WO_00002349,P_0006100,CKT_0113,20231217,Patrol,77.0,700.24,TreeCo
WO_00002350,P_0000332,CKT_0110,20230918,Trim,49.4,401.73,ClearPath
WO_00002351,P_0007895,CKT_0074,20201004,Remove,63.8,570.26,TreeCo
WO_00002352,P_0007084,CKT_0139,20230426,Mow,120.8,1212.49,ClearPath
WO_00002353,P_0014210,CKT_0132,20240908,Patrol,98.8,1690.01,GreenLine
WO_00002354,P_0002831,CKT_0102,20240519,Trim,136.0,2627.5,ClearPath
WO_00002355,P_0008363,CKT_0127,20230128,Patrol,90.8,1103.48,ClearPath
WO_00002356,P_0002087,CKT_0149,20200112,Patrol,92.1,1355.99,ClearPath
WO_00002357,P_0009634,CKT_0031,20240207,Trim,68.9,929.31,GreenLine
WO_00002358,P_0013099,CKT_0022,20200428,Trim,114.1,2248.09,GreenLine
WO_00002359,P_0001925,CKT_0104,20201226,Trim,61.9,586.68,SafeSpan
WO_00002360,P_0002670,CKT_0062,20230403,Mow,44.1,484.46,GreenLine
WO_00002361,P_0008323,CKT_0113,20200704,Remove,95.5,881.86,ClearPath
WO_00002362,P_0005757,CKT_0008,20210316,Trim,83.0,811.65,ClearPath
WO_00002363,P_0011052,CKT_0021,20201215,Patrol,107.8,2058.47,SafeSpan
WO_00002364,P_0010402,CKT_0037,20240129,Trim,65.2,660.03,GreenLine
WO_00002365,P_0003029,CKT_0099,20210828,Remove,77.5,1005.3,SafeSpan
WO_00002366,P_0002342,CKT_0008,20241003,Mow,26.0,245.01,SafeSpan
WO_00002367,P_0007884,CKT_0094,20210630,Trim,62.8,1185.93,TreeCo
WO_00002368,P_0004221,CKT_0094,20200409,Patrol,34.4,529.42,GreenLine
WO_00002369,P_0007644,CKT_0021,20190605,Trim,67.2,607.2,TreeCo
WO_00002370,P_0000834,CKT_0050,20220319,Patrol,107.5,1360.12,ClearPath
WO_00002371,P_0011386,CKT_0123,20220125,Trim,78.3,804.56,TreeCo
WO_00002372,P_0005896,CKT_0149,20190512,Trim,42.8,474.0,GreenLine
WO_00002373,P_0012928,CKT_0045,20201212,Patrol,100.7,1526.32,ClearPath
WO_00002374,P_0003597,CKT_0030,20190524,Trim,49.5,678.89,GreenLine
WO_00002375,P_0009651,CKT_0027,20221109,Trim,48.2,759.19,GreenLine
WO_00002376,P_0002947,CKT_0039,20250105,Trim,71.3,1121.69,TreeCo
WO_00002377,P_0007481,CKT_0083,20241219,Mow,138.9,1135.55,GreenLine
WO_00002378,P_0009949,CKT_0040,20201201,Patrol,76.1,1136.85,TreeCo
WO_00002379,P_0014744,CKT_0010,20220212,Mow,66.3,719.26,SafeSpan
WO_00002380,P_0000136,CKT_0053,20230113,Trim,66.6,986.58,SafeSpan
WO_00002381,P_0013947,CKT_0116,20220608,Trim,61.8,853.53,GreenLine
WO_00002382,P_0009681,CKT_0049,20240512,Mow,63.3,951.18,GreenLine
WO_00002383,P_0008114,CKT_0127,20240331,Patrol,33.4,553.48,SafeSpan
WO_00002384,P_0010306,CKT_0060,20240514,Trim,93.0,1101.27,SafeSpan
WO_00002385,P_0003829,CKT_0144,20190627,Mow,62.9,628.58,TreeCo
WO_00002386,P_0003562,CKT_0105,20200928,Remove,129.9,2438.5,ClearPath
WO_00002387,P_0003547,CKT_0116,20221102,Mow,117.6,1174.57,ClearPath
WO_00002388,P_0009608,CKT_0020,20220502,Patrol,84.3,1041.86,ClearPath
WO_00002389,P_0011769,CKT_0094,20220103,Patrol,83.5,1347.34,SafeSpan
WO_00002390,P_0005052,CKT_0102,20220216,Patrol,98.5,1644.94,TreeCo
WO_00002391,P_0009618,CKT_0097,20200606,Patrol,24.0,380.78,TreeCo
WO_00002392,P_0014770,CKT_0083,20201112,Trim,86.8,1183.56,SafeSpan
WO_00002393,P_0008035,CKT_0058,20190430,Patrol,77.4,1339.76,GreenLine
WO_00002394,P_0001047,CKT_0138,20240114,Patrol,67.6,985.77,ClearPath
WO_00002395,P_0010137,CKT_0143,20210320,Patrol,105.3,1013.37,TreeCo
WO_00002396,P_0012264,CKT_0030,20230612,Mow,105.8,1310.65,ClearPath
WO_00002397,P_0003824,CKT_0069,20230304,Trim,84.9,1397.49,TreeCo
WO_00002398,P_0013929,CKT_0125,20210926,Patrol,117.9,1690.2,ClearPath
WO_00002399,P_0003832,CKT_0039,20240417,Trim,53.8,697.58,SafeSpan
WO_00002400,P_0010910,CKT_0104,20210225,Patrol,51.4,947.44,ClearPath
WO_00002401,P_0002306,CKT_0097,20231213,Remove,87.8,1199.13,ClearPath
WO_00002402,P_0002970,CKT_0104,20190721,Remove,21.3,223.0,ClearPath
WO_00002403,P_0005762,CKT_0005,20230316,Remove,67.1,864.39,GreenLine
WO_00002404,P_0013755,CKT_0075,20230417,Remove,138.4,2587.99,SafeSpan
WO_00002405,P_0013803,CKT_0022,20200720,Trim,87.0,1136.5,GreenLine
WO_00002406,P_0012779,CKT_0111,20190919,Trim,103.9,946.79,GreenLine
WO_00002407,P_0005507,CKT_0110,20210408,Trim,71.5,728.84,GreenLine
WO_00002408,P_0006062,CKT_0131,20220226,Patrol,142.4,1818.2,ClearPath
WO_00002409,P_0003619,CKT_0103,20220729,Remove,28.0,274.63,GreenLine
WO_00002410,P_0001070,CKT_0147,20200303,Remove,75.9,1171.42,GreenLine
WO_00002411,P_0005821,CKT_0023,20190406,Patrol,86.9,960.52,GreenLine
WO_00002412,P_0008207,CKT_0041,20221230,Mow,64.5,603.82,SafeSpan
WO_00002413,P_0013447,CKT_0039,20230312,Mow,66.9,693.5,ClearPath
WO_00002414,P_0007286,CKT_0102,20190601,Trim,99.9,895.49,GreenLine
WO_00002415,P_0003747,CKT_0118,20210611,Remove,137.9,1146.29,TreeCo
WO_00002416,P_0013281,CKT_0126,20210205,Patrol,103.3,1622.81,ClearPath
WO_00002417,P_0002744,CKT_0020,20230414,Trim,123.3,2435.68,ClearPath
WO_00002418,P_0009154,CKT_0045,20190630,Remove,33.7,463.3,SafeSpan
WO_00002419,P_0005096,CKT_0110,20241222,Mow,83.3,1062.06,TreeCo
WO_00002420,P_0003155,CKT_0019,20200101,Mow,80.3,733.17,GreenLine
WO_00002421,P_0004883,CKT_0044,20220704,Mow,68.8,1196.22,SafeSpan
WO_00002422,P_0008865,CKT_0135,20190924,Mow,82.8,1224.07,TreeCo
WO_00002423,P_0008524,CKT_0090,20210905,Mow,129.3,2035.43,TreeCo
WO_00002424,P_0007317,CKT_0128,20230103,Patrol,51.0,736.88,ClearPath
WO_00002425,P_0003305,CKT_0003,20220519,Trim,49.1,505.85,SafeSpan
WO_00002426,P_0009412,CKT_0053,20210926,Patrol,105.8,1118.06,GreenLine
WO_00002427,P_0000990,CKT_0145,20240208,Trim,74.3,1353.79,TreeCo
WO_00002428,P_0002240,CKT_0068,20240203,Mow,62.1,840.86,TreeCo
WO_00002429,P_0001900,CKT_0054,20220404,Remove,70.1,1272.49,TreeCo
WO_00002430,P_0006026,CKT_0145,20240813,Remove,43.3,830.7,GreenLine
WO_00002431,P_0010605,CKT_0141,20230904,Remove,132.4,2370.95,GreenLine
WO_00002432,P_0000595,CKT_0016,20200623,Trim,92.9,835.73,TreeCo
WO_00002433,P_0014726,CKT_0081,20190825,Patrol,122.3,1302.99,GreenLine
WO_00002434,P_0005515,CKT_0097,20190922,Mow,132.3,1548.32,SafeSpan
WO_00002435,P_0001517,CKT_0032,20210526,Mow,78.5,1041.36,TreeCo
WO_00002436,P_0004285,CKT_0022,20241002,Trim,83.9,1324.93,SafeSpan
WO_00002437,P_0010131,CKT_0051,20230116,Trim,94.7,1155.49,GreenLine
WO_00002438,P_0006000,CKT_0076,20190317,Remove,113.7,2047.89,TreeCo
WO_00002439,P_0007254,CKT_0023,20221224,Remove,102.0,1042.58,GreenLine
WO_00002440,P_0006343,CKT_0082,20230629,Trim,93.0,1075.44,SafeSpan
WO_00002441,P_0000057,CKT_0083,20221019,Trim,66.2,923.89,ClearPath
WO_00002442,P_0002603,CKT_0077,20190512,Mow,59.4,941.41,GreenLine
WO_00002443,P_0014818,CKT_0026,20210821,Patrol,101.6,1103.98,GreenLine
WO_00002444,P_0006354,CKT_0049,20240726,Patrol,113.0,1466.1,ClearPath
WO_00002445,P_0000262,CKT_0003,20220822,Patrol,97.6,1489.5,SafeSpan
WO_00002446,P_0005692,CKT_0044,20221107,Mow,34.9,569.79,ClearPath
WO_00002447,P_0011439,CKT_0150,20190526,Patrol,131.6,1125.01,TreeCo
WO_00002448,P_0000140,CKT_0083,20210706,Remove,119.2,1631.08,ClearPath
WO_00002449,P_0003143,CKT_0104,20221227,Patrol,62.4,570.39,ClearPath
WO_00002450,P_0001631,CKT_0039,20200219,Remove,81.2,1346.92,ClearPath
WO_00002451,P_0010908,CKT_0092,20191030,Trim,53.4,750.57,GreenLine
WO_00002452,P_0002946,CKT_0084,20230823,Patrol,59.6,647.33,SafeSpan
WO_00002453,P_0004851,CKT_0127,20240906,Mow,42.4,705.37,SafeSpan
WO_00002454,P_0000656,CKT_0063,20191014,Remove,92.4,1773.6,GreenLine
WO_00002455,P_0006446,CKT_0127,20190409,Trim,65.1,599.92,GreenLine
WO_00002456,P_0007052,CKT_0061,20220701,Remove,83.1,747.94,SafeSpan
WO_00002457,P_0004472,CKT_0120,20210721,Remove,77.3,1232.09,GreenLine
WO_00002458,P_0001606,CKT_0023,20201230,Trim,75.7,1357.69,GreenLine
WO_00002459,P_0007638,CKT_0091,20240122,Remove,50.8,826.13,GreenLine
WO_00002460,P_0014413,CKT_0136,20190606,Trim,65.6,1031.72,GreenLine
WO_00002461,P_0002730,CKT_0046,20240304,Remove,95.7,1898.89,TreeCo
WO_00002462,P_0009190,CKT_0108,20190411,Remove,99.8,808.36,ClearPath
WO_00002463,P_0008424,CKT_0071,20200710,Trim,93.6,790.3,TreeCo
WO_00002464,P_0007322,CKT_0006,20220614,Mow,99.0,1013.4,GreenLine
WO_00002465,P_0008339,CKT_0101,20200709,Remove,75.0,623.99,ClearPath
WO_00002466,P_0003230,CKT_0044,20240522,Remove,39.9,419.8,ClearPath
WO_00002467,P_0006370,CKT_0116,20221230,Remove,131.7,1090.6,SafeSpan
WO_00002468,P_0007158,CKT_0028,20250220,Mow,76.4,1398.53,SafeSpan
