PoleID,CircuitID,Latitude,Longitude,Material,Height,InstallYear,AccessType,RiskZoneID
P_0006267,CKT_0016,41.983915,-118.046109,Composite,71,1999,Off-road,4
P_0006268,CKT_0105,43.030986,-116.843018,Wood,51,2007,Off-road,3
P_0006269,CKT_0075,41.870627,-117.881311,Wood,54,1998,Roadside,4
P_0006270,CKT_0105,42.957795,-117.027093,Composite,34,2011,Roadside,3
P_0006271,CKT_0029,39.910924,-120.024062,Composite,71,1988,Backyard,3
P_0006272,CKT_0074,40.153474,-119.850704,Steel,66,2003,Off-road,3
P_0006273,CKT_0071,42.860193,-117.050385,Steel,31,2013,Off-road,3
P_0006274,CKT_0115,43.058734,-116.982159,Composite,57,2008,Backyard,5
P_0006275,CKT_0072,40.070111,-119.983281,Steel,66,2014,Backyard,2
P_0006276,CKT_0120,42.044144,-117.944298,Composite,64,1980,Roadside,5
P_0006277,CKT_0064,39.901043,-120.017035,Steel,39,1977,Backyard,1
P_0006278,CKT_0120,42.032383,-118.075164,Wood,64,1968,Off-road,2
P_0006279,CKT_0095,39.843883,-120.042639,Steel,35,1989,Backyard,2
P_0006280,CKT_0122,42.788563,-117.114393,Wood,36,1991,Backyard,3
P_0006281,CKT_0090,43.093916,-116.95724,Steel,58,2008,Off-road,4
P_0006282,CKT_0061,39.989474,-119.794248,Steel,51,1996,Off-road,5
P_0006283,CKT_0110,42.914368,-117.088868,Steel,50,1985,Backyard,4
P_0006284,CKT_0125,40.120135,-120.018089,Steel,36,1976,Backyard,4
P_0006285,CKT_0053,40.037315,-120.067112,Steel,47,1965,Roadside,1
P_0006286,CKT_0043,40.038767,-119.999752,Steel,63,1993,Backyard,5
P_0006287,CKT_0003,40.025286,-120.065007,Steel,63,2019,Roadside,3
P_0006288,CKT_0143,43.073077,-116.851272,Composite,33,1987,Roadside,4
P_0006289,CKT_0025,42.94885,-117.156846,Steel,52,1981,Backyard,1
P_0006290,CKT_0055,40.169212,-119.982438,Wood,41,2022,Backyard,3
P_0006291,CKT_0118,42.857134,-116.958527,Steel,34,2014,Off-road,5
P_0006292,CKT_0101,43.123182,-116.945861,Composite,60,1983,Roadside,2
P_0006293,CKT_0110,42.954257,-116.967283,Wood,42,1998,Backyard,5
P_0006294,CKT_0108,42.833263,-117.016891,Steel,31,1997,Roadside,3
P_0006295,CKT_0015,43.055278,-116.989577,Steel,32,2011,Roadside,4
P_0006296,CKT_0038,42.879585,-116.943367,Wood,45,1991,Roadside,1
P_0006297,CKT_0011,39.986714,-119.81525,Composite,49,2016,Backyard,2
P_0006298,CKT_0022,42.807711,-116.912719,Wood,62,2006,Backyard,1
P_0006299,CKT_0010,39.894595,-120.204092,Wood,32,2016,Off-road,3
P_0006300,CKT_0047,42.862333,-116.798948,Composite,33,1999,Off-road,5
P_0006301,CKT_0029,40.103887,-119.979832,Wood,31,2003,Backyard,1
P_0006302,CKT_0119,39.989916,-120.07172,Wood,47,2007,Off-road,1
P_0006303,CKT_0065,42.935715,-116.96672,Composite,57,2005,Roadside,5
P_0006304,CKT_0025,43.014827,-116.865045,Steel,68,1996,Off-road,4
P_0006305,CKT_0035,41.835535,-117.989068,Wood,47,1986,Roadside,5
P_0006306,CKT_0002,43.039495,-116.959495,Steel,37,1978,Backyard,4
P_0006307,CKT_0012,41.968964,-118.028409,Composite,47,1998,Roadside,3
P_0006308,CKT_0031,40.138961,-120.043742,Steel,32,1994,Roadside,3
P_0006309,CKT_0023,43.180563,-116.953698,Steel,74,1996,Backyard,5
P_0006310,CKT_0061,39.929401,-120.173337,Wood,66,1985,Backyard,2
P_0006311,CKT_0011,39.870576,-119.927896,Composite,46,2008,Roadside,3
P_0006312,CKT_0138,42.925992,-117.016585,Composite,70,2013,Off-road,1
P_0006313,CKT_0089,39.982189,-120.313221,Wood,72,1992,Roadside,2
P_0006314,CKT_0088,39.979804,-120.189124,Composite,69,1981,Backyard,2
P_0006315,CKT_0112,42.91288,-117.00364,Composite,32,2016,Roadside,1
P_0006316,CKT_0140,42.870288,-116.974262,Steel,63,2003,Roadside,3
P_0006317,CKT_0136,43.127333,-117.041303,Composite,47,2004,Roadside,4
P_0006318,CKT_0130,42.068454,-117.906137,Wood,49,1974,Roadside,2
P_0006319,CKT_0065,43.090596,-117.095658,Wood,66,2012,Backyard,4
P_0006320,CKT_0062,42.986292,-116.983281,Steel,48,1999,Backyard,4
P_0006321,CKT_0071,42.978471,-116.998589,Steel,69,1988,Roadside,3
P_0006322,CKT_0075,41.90601,-118.064273,Wood,62,2022,Backyard,3
P_0006323,CKT_0039,40.020056,-120.153556,Composite,63,2011,Roadside,2
P_0006324,CKT_0009,42.891151,-117.053939,Wood,62,1998,Off-road,2
P_0006325,CKT_0066,41.864285,-117.882695,Composite,50,2015,Off-road,5
P_0006326,CKT_0015,42.838523,-117.145253,Steel,74,1997,Backyard,1
P_0006327,CKT_0068,42.973444,-116.916762,Composite,56,1975,Roadside,2
P_0006328,CKT_0017,43.188518,-117.086719,Wood,57,1966,Off-road,3
P_0006329,CKT_0041,43.047473,-117.049098,Composite,65,1989,Off-road,5
P_0006330,CKT_0023,42.864702,-117.044438,Steel,40,1994,Backyard,4
P_0006331,CKT_0142,42.888457,-116.993357,Steel,63,1978,Roadside,4
P_0006332,CKT_0020,42.148339,-117.789688,Wood,74,1965,Backyard,4
P_0006333,CKT_0046,43.052335,-116.861778,Wood,67,1978,Off-road,1
P_0006334,CKT_0100,40.063545,-120.178676,Steel,35,2016,Off-road,1
P_0006335,CKT_0049,43.121647,-116.916659,Steel,64,1997,Roadside,3
P_0006336,CKT_0134,41.87632,-117.980432,Wood,54,2017,Backyard,3
P_0006337,CKT_0029,40.058303,-119.908587,Composite,49,1991,Off-road,5
P_0006338,CKT_0144,40.135001,-120.164765,Composite,31,1991,Roadside,2
P_0006339,CKT_0060,40.065673,-120.047398,Wood,59,2011,Roadside,2
P_0006340,CKT_0120,42.013303,-118.070038,Composite,60,1972,Backyard,5
P_0006341,CKT_0113,42.087078,-117.905031,Composite,67,1966,Roadside,2
P_0006342,CKT_0025,43.020938,-117.037162,Wood,60,2008,Off-road,1
P_0006343,CKT_0082,40.132313,-119.961451,Wood,75,2017,Backyard,3
P_0006344,CKT_0122,42.998784,-116.981538,Steel,75,1999,Off-road,4
P_0006345,CKT_0147,42.107363,-118.046815,Wood,72,2021,Off-road,3
P_0006346,CKT_0057,42.08599,-118.123955,Steel,58,2002,Backyard,3
P_0006347,CKT_0078,42.982969,-117.090664,Wood,70,2015,Backyard,4
P_0006348,CKT_0113,42.107766,-117.994638,Steel,50,1985,Roadside,5
P_0006349,CKT_0101,42.838737,-116.986021,Composite,34,2017,Off-road,5
P_0006350,CKT_0055,40.020363,-120.005318,Composite,73,1967,Backyard,2
P_0006351,CKT_0136,43.077298,-116.98842,Steel,62,1969,Backyard,5
P_0006352,CKT_0116,40.165759,-120.049634,Wood,50,1996,Off-road,1
P_0006353,CKT_0109,40.067486,-119.97243,Composite,67,1984,Backyard,5
P_0006354,CKT_0049,43.009579,-117.070704,Composite,75,2005,Backyard,2
P_0006355,CKT_0003,39.996899,-120.075239,Steel,65,1978,Off-road,3
P_0006356,CKT_0093,43.019859,-116.970278,Composite,62,1993,Backyard,2
P_0006357,CKT_0102,43.170536,-117.021964,Composite,31,2020,Roadside,1
P_0006358,CKT_0028,42.932959,-117.233921,Composite,60,1990,Roadside,2
P_0006359,CKT_0007,39.903998,-119.918921,Wood,67,1990,Off-road,1
P_0006360,CKT_0113,41.980951,-117.864978,Wood,37,2005,Off-road,5
P_0006361,CKT_0141,42.984047,-117.018148,Wood,70,2019,Backyard,1
P_0006362,CKT_0137,43.145606,-116.970318,Composite,64,1971,Roadside,5
P_0006363,CKT_0008,42.897528,-116.998673,Composite,64,1998,Off-road,4
P_0006364,CKT_0139,43.0274,-116.916439,Composite,36,1997,Roadside,1
P_0006365,CKT_0140,42.988331,-117.106437,Composite,61,1965,Backyard,4
P_0006366,CKT_0012,41.892597,-117.977795,Composite,68,1967,Roadside,1
P_0006367,CKT_0048,41.937578,-118.013951,Steel,67,1973,Roadside,4
P_0006368,CKT_0064,40.014571,-120.028694,Wood,67,2000,Roadside,4
P_0006369,CKT_0047,42.959614,-117.109339,Composite,68,2022,Roadside,2
P_0006370,CKT_0116,40.044087,-120.041605,Steel,75,1997,Off-road,4
P_0006371,CKT_0017,42.887912,-116.922755,Composite,49,2003,Backyard,1
P_0006372,CKT_0125,40.022029,-120.017391,Wood,75,1985,Roadside,4
P_0006373,CKT_0130,41.977957,-118.121868,Steel,50,1994,Off-road,5
P_0006374,CKT_0046,42.896657,-116.973807,Steel,63,2015,Off-road,2
P_0006375,CKT_0039,40.120804,-120.133015,Wood,51,1987,Off-road,4
P_0006376,CKT_0099,42.906124,-116.931893,Wood,61,1993,Roadside,1
P_0006377,CKT_0074,40.41192,-120.128368,Wood,72,2022,Roadside,1
P_0006378,CKT_0058,42.061085,-118.003689,Steel,51,1986,Off-road,1
P_0006379,CKT_0061,40.107993,-119.98962,Composite,50,1993,Off-road,1
P_0006380,CKT_0031,39.881729,-120.172681,Steel,38,2006,Roadside,5
P_0006381,CKT_0079,43.138575,-116.960535,Steel,69,2003,Off-road,2
P_0006382,CKT_0043,40.044409,-119.883898,Composite,47,2010,Backyard,3
P_0006383,CKT_0062,42.80639,-116.857179,Wood,49,1988,Off-road,5
P_0006384,CKT_0102,42.804471,-116.996075,Wood,36,1969,Backyard,1
P_0006385,CKT_0085,39.824925,-120.038084,Steel,60,1968,Off-road,1
P_0006386,CKT_0097,42.079376,-118.046012,Wood,44,2006,Backyard,1
P_0006387,CKT_0061,39.943568,-120.117393,Wood,55,1999,Backyard,1
P_0006388,CKT_0009,43.053861,-117.116519,Steel,70,2013,Backyard,5
P_0006389,CKT_0015,43.046934,-116.988721,Composite,34,2012,Roadside,5
P_0006390,CKT_0010,39.882243,-119.888908,Composite,58,2021,Backyard,5
P_0006391,CKT_0004,39.901222,-119.867667,Steel,64,1968,Roadside,2
P_0006392,CKT_0132,41.973976,-118.035054,Composite,49,2016,Off-road,3
P_0006393,CKT_0073,39.988248,-119.901072,Steel,57,1997,Backyard,3
P_0006394,CKT_0109,40.035609,-120.199021,Steel,60,2001,Backyard,1
P_0006395,CKT_0050,40.073952,-120.025702,Wood,57,2011,Backyard,3
P_0006396,CKT_0125,40.057517,-119.819649,Wood,34,1992,Roadside,2
P_0006397,CKT_0056,42.143336,-117.857484,Composite,50,1995,Roadside,4
P_0006398,CKT_0020,41.934279,-117.964463,Composite,72,1978,Roadside,3
P_0006399,CKT_0149,42.1503,-118.004072,Composite,61,1988,Backyard,2
P_0006400,CKT_0109,39.88835,-119.924235,Composite,75,2007,Roadside,4
P_0006401,CKT_0009,43.116711,-116.961086,Wood,36,1997,Backyard,5
P_0006402,CKT_0104,42.096227,-117.878811,Composite,43,2010,Roadside,2
P_0006403,CKT_0052,43.061904,-117.114218,Composite,35,1986,Off-road,3
P_0006404,CKT_0065,43.124283,-117.107423,Composite,72,1984,Off-road,2
P_0006405,CKT_0022,43.025684,-117.015249,Wood,44,1976,Backyard,1
P_0006406,CKT_0136,43.17725,-116.98381,Steel,53,1969,Off-road,3
P_0006407,CKT_0072,39.916752,-119.823214,Composite,46,1999,Roadside,5
P_0006408,CKT_0105,42.92567,-116.887124,Steel,54,1966,Backyard,2
P_0006409,CKT_0150,41.769085,-118.094489,Steel,48,2015,Backyard,4
P_0006410,CKT_0029,39.902434,-120.11474,Composite,46,1989,Roadside,1
P_0006411,CKT_0006,43.047803,-117.037583,Steel,70,2001,Backyard,5
P_0006412,CKT_0104,42.221531,-117.971209,Steel,71,1970,Off-road,4
P_0006413,CKT_0066,42.033906,-118.075539,Steel,69,1972,Backyard,1
P_0006414,CKT_0019,39.968551,-120.1331,Steel,30,1986,Roadside,2
P_0006415,CKT_0043,40.049369,-119.940373,Wood,34,1997,Off-road,1
P_0006416,CKT_0117,43.037543,-116.874339,Steel,66,2000,Roadside,3
P_0006417,CKT_0009,42.977238,-117.056621,Wood,44,2015,Backyard,3
P_0006418,CKT_0030,42.075883,-118.080905,Composite,60,1989,Off-road,1
P_0006419,CKT_0124,39.929234,-119.959973,Composite,67,1981,Off-road,2
P_0006420,CKT_0063,40.154589,-120.08179,Composite,61,2016,Backyard,3
P_0006421,CKT_0059,39.866199,-119.925028,Wood,38,2002,Off-road,2
P_0006422,CKT_0092,43.06122,-117.135502,Composite,55,1983,Off-road,2
P_0006423,CKT_0051,40.170388,-119.904776,Wood,31,2016,Roadside,4
P_0006424,CKT_0016,41.942585,-118.043734,Composite,52,2012,Roadside,5
P_0006425,CKT_0070,42.971314,-116.953059,Composite,71,2002,Backyard,2
P_0006426,CKT_0087,42.806161,-117.031288,Wood,65,2022,Roadside,4
P_0006427,CKT_0008,43.081013,-117.027822,Steel,58,1994,Roadside,5
P_0006428,CKT_0068,42.992065,-116.988616,Composite,54,1991,Backyard,4
P_0006429,CKT_0046,43.224659,-117.353295,Wood,30,1973,Backyard,4
P_0006430,CKT_0140,43.077205,-117.095347,Wood,47,1976,Roadside,2
P_0006431,CKT_0071,42.782104,-116.947138,Wood,38,2008,Off-road,2
P_0006432,CKT_0116,40.020283,-119.923836,Steel,69,2002,Off-road,1
P_0006433,CKT_0073,40.060271,-119.882548,Wood,43,2011,Backyard,4
P_0006434,CKT_0042,40.009658,-119.917205,Composite,44,2022,Backyard,4
P_0006435,CKT_0109,39.828048,-120.048532,Steel,69,2012,Roadside,1
P_0006436,CKT_0059,39.976727,-120.012558,Steel,58,2004,Roadside,3
P_0006437,CKT_0009,42.900881,-117.185268,Wood,70,1984,Backyard,4
P_0006438,CKT_0012,41.917162,-118.078344,Wood,47,1983,Roadside,5
P_0006439,CKT_0039,40.036557,-119.9744,Wood,43,1980,Backyard,1
P_0006440,CKT_0042,39.937878,-120.173459,Steel,49,2019,Backyard,3
P_0006441,CKT_0052,43.051257,-116.968472,Steel,49,1973,Backyard,1
P_0006442,CKT_0087,42.918585,-117.003843,Wood,65,1989,Roadside,4
P_0006443,CKT_0070,42.892032,-116.956363,Wood,54,1978,Roadside,5
P_0006444,CKT_0096,40.000848,-119.98883,Composite,52,2012,Off-road,4
P_0006445,CKT_0133,39.997868,-120.201226,Composite,70,1986,Backyard,5
P_0006446,CKT_0127,42.885123,-116.889717,Wood,70,1976,Backyard,4
P_0006447,CKT_0100,39.731007,-120.050507,Steel,46,2016,Roadside,3
P_0006448,CKT_0054,42.086443,-118.135337,Composite,32,1966,Roadside,5
P_0006449,CKT_0038,43.126144,-116.985982,Steel,30,1976,Off-road,3
P_0006450,CKT_0038,42.980121,-117.0602,Steel,34,2011,Off-road,2
P_0006451,CKT_0023,42.929214,-117.141937,Steel,48,2008,Backyard,5
P_0006452,CKT_0096,39.991091,-119.906352,Steel,60,1974,Roadside,5
P_0006453,CKT_0106,43.137526,-117.165955,Composite,44,2001,Roadside,3
P_0006454,CKT_0024,42.924992,-117.134779,Steel,45,1979,Roadside,3
P_0006455,CKT_0095,39.732816,-120.138957,Steel,47,1989,Off-road,1
P_0006456,CKT_0141,43.104367,-117.042068,Steel,73,1995,Backyard,5
P_0006457,CKT_0122,42.991659,-116.995712,Wood,39,1987,Roadside,1
P_0006458,CKT_0056,42.037956,-117.974878,Steel,74,2015,Off-road,4
P_0006459,CKT_0145,39.993721,-119.859161,Composite,63,1994,Off-road,3
P_0006460,CKT_0064,39.960943,-119.926173,Wood,34,1973,Off-road,1
P_0006461,CKT_0017,42.946758,-117.006069,Steel,30,2002,Backyard,3
P_0006462,CKT_0102,43.063143,-116.907764,Wood,58,1996,Off-road,4
P_0006463,CKT_0127,43.098382,-117.176019,Steel,36,1997,Roadside,1
P_0006464,CKT_0058,41.926737,-118.014062,Composite,63,2016,Backyard,5
P_0006465,CKT_0124,39.99466,-119.989107,Wood,33,1971,Off-road,5
P_0006466,CKT_0078,42.87869,-117.049699,Steel,45,1970,Backyard,2
P_0006467,CKT_0117,42.938422,-116.997042,Composite,35,1985,Roadside,1
P_0006468,CKT_0135,41.893963,-117.878494,Steel,44,1992,Backyard,5
P_0006469,CKT_0142,43.031565,-117.048054,Steel,40,2005,Roadside,1
P_0006470,CKT_0031,40.046621,-120.171803,Steel,65,1969,Off-road,4
P_0006471,CKT_0036,39.960326,-120.136458,Wood,32,2004,Off-road,4
P_0006472,CKT_0102,43.023739,-117.005477,Composite,63,1985,Backyard,3
P_0006473,CKT_0083,42.925397,-116.941972,Wood,51,2013,Backyard,1
P_0006474,CKT_0018,42.948386,-116.986773,Steel,71,2000,Off-road,1
P_0006475,CKT_0035,41.790866,-117.938631,Wood,57,2017,Off-road,2
P_0006476,CKT_0140,43.041684,-117.166202,Wood,34,1988,Backyard,2
P_0006477,CKT_0052,43.070516,-116.910473,Composite,42,1965,Backyard,1
P_0006478,CKT_0122,42.967102,-117.076602,Wood,41,1977,Roadside,2
P_0006479,CKT_0087,43.157508,-117.091272,Composite,57,2020,Backyard,3
P_0006480,CKT_0044,43.113312,-117.143473,Composite,31,2008,Backyard,2
P_0006481,CKT_0096,40.122569,-120.031785,Wood,48,2012,Roadside,1
P_0006482,CKT_0126,40.078811,-119.963397,Steel,39,1966,Backyard,4
P_0006483,CKT_0103,42.970304,-116.963229,Steel,32,1971,Backyard,1
P_0006484,CKT_0093,42.970989,-117.096788,Steel,50,2012,Off-road,5
P_0006485,CKT_0080,43.053036,-117.06967,Wood,31,1971,Backyard,4
P_0006486,CKT_0068,42.875445,-116.964787,Wood,43,2019,Off-road,5
P_0006487,CKT_0021,42.863548,-116.891298,Wood,38,1973,Roadside,3
P_0006488,CKT_0042,40.084374,-120.100615,Wood,32,1985,Roadside,5
P_0006489,CKT_0037,42.988475,-116.959223,Wood,41,2007,Roadside,1
P_0006490,CKT_0053,39.890655,-120.063789,Steel,54,1973,Off-road,1
P_0006491,CKT_0093,43.028649,-116.878439,Wood,72,2012,Off-road,1
P_0006492,CKT_0064,39.981567,-120.147404,Wood,37,2013,Roadside,3
P_0006493,CKT_0077,41.855025,-118.15752,Composite,49,1978,Roadside,5
P_0006494,CKT_0103,42.98313,-117.033592,Wood,42,1979,Off-road,2
P_0006495,CKT_0070,42.876747,-117.039649,Steel,41,1998,Backyard,1
P_0006496,CKT_0019,40.197923,-120.077385,Wood,40,1980,Off-road,5
P_0006497,CKT_0008,42.96561,-117.036718,Steel,51,2018,Backyard,3
P_0006498,CKT_0062,42.891645,-117.105484,Steel,38,1978,Backyard,2
P_0006499,CKT_0131,43.113688,-116.973124,Composite,55,1984,Backyard,5
P_0006500,CKT_0117,42.838489,-117.205484,Steel,57,2015,Roadside,2
P_0006501,CKT_0001,40.021046,-119.866954,Steel,67,1997,Backyard,4
P_0006502,CKT_0081,39.943947,-119.997937,Wood,47,1976,Off-road,1
P_0006503,CKT_0107,41.926569,-117.929136,Composite,67,1987,Roadside,4
P_0006504,CKT_0029,40.03342,-120.044167,Steel,70,2007,Backyard,2
P_0006505,CKT_0123,41.92528,-117.964203,Steel,72,2001,Off-road,3
P_0006506,CKT_0070,42.988032,-116.785531,Wood,69,1995,Roadside,3
P_0006507,CKT_0028,43.058447,-117.166884,Steel,35,1986,Off-road,2
P_0006508,CKT_0106,42.938958,-116.936271,Steel,55,1988,Backyard,5
P_0006509,CKT_0126,39.98191,-120.068646,Wood,47,1996,Backyard,2
P_0006510,CKT_0050,40.194146,-120.149547,Steel,45,2020,Off-road,5
P_0006511,CKT_0097,41.96825,-117.983477,Wood,69,1991,Backyard,3
P_0006512,CKT_0011,39.97878,-120.00048,Wood,47,1995,Backyard,2
P_0006513,CKT_0030,42.016738,-117.942225,Wood,55,2019,Off-road,3
P_0006514,CKT_0040,41.945313,-117.95066,Wood,48,2021,Backyard,3
P_0006515,CKT_0058,41.953584,-117.807094,Steel,57,2011,Backyard,2
P_0006516,CKT_0118,42.780582,-116.814763,Steel,43,2000,Off-road,4
P_0006517,CKT_0010,39.921763,-120.006201,Wood,70,2021,Off-road,5
P_0006518,CKT_0038,42.995731,-116.898395,Steel,45,1974,Backyard,2
P_0006519,CKT_0064,39.99781,-119.989574,Composite,54,1996,Off-road,2
P_0006520,CKT_0138,42.854772,-117.049598,Steel,36,1986,Backyard,1
P_0006521,CKT_0076,40.112213,-120.014095,Wood,71,1994,Off-road,4
P_0006522,CKT_0112,42.966542,-116.89733,Wood,70,2000,Roadside,3
P_0006523,CKT_0081,39.917527,-120.159687,Steel,43,2007,Backyard,4
P_0006524,CKT_0121,41.842788,-117.838242,Composite,51,1997,Off-road,4
P_0006525,CKT_0066,42.04676,-117.897489,Wood,72,2001,Roadside,4
P_0006526,CKT_0126,39.946312,-120.037496,Wood,55,2011,Off-road,2
P_0006527,CKT_0027,40.154729,-120.229332,Steel,66,1995,Off-road,2
P_0006528,CKT_0024,43.008925,-116.873135,Composite,68,2013,Off-road,1
P_0006529,CKT_0046,42.773134,-117.056245,Steel,36,1987,Roadside,5
P_0006530,CKT_0133,40.040513,-119.97496,Wood,36,1990,Off-road,2
P_0006531,CKT_0073,39.820412,-120.077677,Composite,59,1970,Roadside,2
P_0006532,CKT_0087,43.05946,-117.084464,Wood,61,2016,Roadside,4
P_0006533,CKT_0099,42.954598,-117.064738,Wood,54,1968,Backyard,2
P_0006534,CKT_0014,40.147078,-120.151781,Wood,36,1982,Off-road,5
P_0006535,CKT_0079,43.061452,-117.012775,Steel,60,2000,Off-road,1
P_0006536,CKT_0137,43.017838,-116.989368,Composite,38,1989,Off-road,3
P_0006537,CKT_0084,43.263394,-116.967728,Composite,43,1972,Roadside,1
P_0006538,CKT_0079,43.06601,-116.912624,Steel,55,2015,Roadside,5
P_0006539,CKT_0028,42.955544,-116.876058,Steel,58,1990,Roadside,3
P_0006540,CKT_0143,42.954518,-116.905264,Composite,47,2018,Roadside,5
P_0006541,CKT_0111,39.952101,-120.036837,Composite,40,1989,Off-road,3
P_0006542,CKT_0088,39.993174,-120.040699,Steel,55,1978,Roadside,5
P_0006543,CKT_0092,42.925225,-116.988036,Wood,59,1973,Off-road,5
P_0006544,CKT_0093,43.046993,-116.945869,Composite,70,2022,Backyard,1
P_0006545,CKT_0029,39.891973,-120.058652,Wood,55,2017,Off-road,3
P_0006546,CKT_0077,42.089284,-118.019432,Composite,72,1970,Off-road,1
P_0006547,CKT_0046,43.139614,-116.914569,Wood,71,1991,Off-road,4
P_0006548,CKT_0051,40.037495,-119.860411,Composite,48,2001,Backyard,1
P_0006549,CKT_0082,40.172752,-120.240151,Composite,56,1993,Off-road,1
P_0006550,CKT_0125,40.00629,-119.92685,Steel,73,2021,Off-road,2
P_0006551,CKT_0113,42.021543,-117.918426,Wood,51,1979,Off-road,1
P_0006552,CKT_0114,42.028532,-117.970586,Wood,36,1989,Roadside,2
P_0006553,CKT_0041,43.012527,-117.058312,Steel,66,1966,Roadside,4
P_0006554,CKT_0019,39.876349,-119.851347,Composite,45,2001,Off-road,3
P_0006555,CKT_0119,40.000297,-119.997287,Composite,67,1967,Roadside,2
P_0006556,CKT_0047,42.952009,-117.02648,Wood,44,1982,Backyard,2
P_0006557,CKT_0074,39.894964,-120.026965,Steel,72,1991,Backyard,2
P_0006558,CKT_0031,39.796448,-119.997238,Composite,47,1999,Roadside,3
P_0006559,CKT_0008,42.949035,-117.11794,Wood,66,1999,Off-road,3
P_0006560,CKT_0105,42.995963,-116.984803,Wood,33,1969,Backyard,4
P_0006561,CKT_0120,41.944824,-118.168543,Composite,43,1967,Roadside,3
P_0006562,CKT_0145,40.018635,-120.024545,Composite,35,1971,Backyard,1
P_0006563,CKT_0111,40.085725,-120.147632,Steel,67,2006,Off-road,5
P_0006564,CKT_0080,42.931187,-116.786212,Composite,72,1970,Roadside,1
P_0006565,CKT_0138,42.905912,-117.006794,Steel,71,2022,Roadside,1
P_0006566,CKT_0103,42.990244,-117.014059,Wood,63,2000,Backyard,4
P_0006567,CKT_0023,42.978879,-117.001559,Wood,55,1999,Roadside,1
P_0006568,CKT_0064,40.072443,-119.903716,Composite,68,1967,Roadside,3
P_0006569,CKT_0047,42.911567,-117.013802,Wood,37,2019,Roadside,3
P_0006570,CKT_0080,42.806959,-116.884723,Composite,51,1984,Off-road,3
P_0006571,CKT_0101,42.853501,-117.041815,Wood,33,1978,Backyard,2
P_0006572,CKT_0137,43.103519,-117.061065,Wood,57,1968,Off-road,4
P_0006573,CKT_0137,43.156355,-116.823445,Composite,72,1971,Backyard,5
P_0006574,CKT_0068,42.907494,-117.151005,Wood,43,1999,Backyard,1
P_0006575,CKT_0073,39.937476,-119.916977,Wood,50,2015,Backyard,1
P_0006576,CKT_0121,42.034593,-118.210675,Composite,35,2015,Backyard,1
P_0006577,CKT_0096,40.17939,-120.030939,Wood,38,2015,Off-road,1
P_0006578,CKT_0118,43.186429,-116.950432,Composite,73,1984,Roadside,2
P_0006579,CKT_0033,39.984158,-120.026753,Steel,59,2007,Roadside,2
P_0006580,CKT_0029,40.204805,-119.973423,Composite,65,2016,Off-road,1
P_0006581,CKT_0064,39.838212,-119.977929,Steel,35,1972,Roadside,5
P_0006582,CKT_0063,40.180982,-120.159766,Steel,70,1984,Backyard,2
P_0006583,CKT_0019,40.005912,-119.821571,Steel,74,1969,Off-road,2
P_0006584,CKT_0036,39.843102,-119.928411,Steel,60,2019,Off-road,3
P_0006585,CKT_0121,42.061251,-117.96932,Steel,54,1983,Backyard,2
P_0006586,CKT_0069,40.25284,-120.064138,Composite,34,1980,Off-road,1
P_0006587,CKT_0121,41.789568,-118.059712,Wood,70,1996,Backyard,5
P_0006588,CKT_0050,39.875184,-120.042816,Wood,72,1989,Roadside,5
P_0006589,CKT_0043,40.003909,-120.114646,Steel,40,1980,Off-road,2
P_0006590,CKT_0148,41.859963,-117.922201,Wood,52,1983,Roadside,1
P_0006591,CKT_0061,40.131713,-120.008643,Composite,45,1970,Backyard,2
P_0006592,CKT_0028,42.959162,-117.266968,Steel,33,1991,Off-road,4
P_0006593,CKT_0086,40.170637,-120.066966,Composite,41,1989,Roadside,4
P_0006594,CKT_0057,42.012787,-117.960684,Composite,46,2017,Backyard,3
P_0006595,CKT_0147,42.108302,-118.006547,Wood,50,1976,Off-road,4
P_0006596,CKT_0126,39.97162,-120.098526,Composite,49,2022,Roadside,1
P_0006597,CKT_0084,42.803145,-116.909611,Wood,70,1988,Backyard,4
P_0006598,CKT_0048,41.906434,-117.813203,Composite,34,2010,Backyard,5
P_0006599,CKT_0127,42.987431,-116.814572,Composite,68,2010,Off-road,3
P_0006600,CKT_0117,43.045856,-117.045917,Composite,63,1987,Backyard,4
P_0006601,CKT_0131,43.013034,-116.935648,Composite,48,1997,Off-road,5
P_0006602,CKT_0068,42.813755,-117.137125,Wood,33,1966,Backyard,1
P_0006603,CKT_0109,39.916023,-120.021518,Composite,70,2009,Off-road,3
P_0006604,CKT_0025,43.091837,-117.104109,Steel,58,1987,Off-road,4
P_0006605,CKT_0145,40.138524,-120.012408,Wood,53,1988,Off-road,3
P_0006606,CKT_0113,41.753173,-118.085357,Wood,41,1993,Off-road,1
P_0006607,CKT_0108,42.978691,-117.079769,Steel,39,1989,Backyard,2
P_0006608,CKT_0096,39.90218,-120.148855,Composite,53,1990,Backyard,1
P_0006609,CKT_0099,42.961946,-117.016251,Steel,54,2020,Roadside,4
P_0006610,CKT_0141,43.056297,-117.054616,Wood,72,1967,Roadside,3
P_0006611,CKT_0022,43.001072,-116.942732,Composite,47,1972,Roadside,1
P_0006612,CKT_0017,42.888658,-116.843765,Steel,62,2006,Backyard,2
P_0006613,CKT_0102,43.004871,-117.020452,Steel,32,2015,Off-road,5
P_0006614,CKT_0097,42.039032,-117.982092,Steel,36,2021,Roadside,1
